RedefineKeys_set_bookmark_6,Set Bookmark 6,Lesezeichen 6 setzen,,Redefine keys set_bookmark_6 string
RedefineKeys_set_bookmark_7,Set Bookmark 7,Lesezeichen 7 setzen,,Redefine keys set_bookmark_7 string
RedefineKeys_set_bookmark_8,Set Bookmark 8,Lesezeichen 8 setzen,,Redefine keys set_bookmark_8 string
RedefineKeys_set_bookmark_9,Set Bookmark 9,Lesezeichen 9 setzen,,Redefine keys set_bookmark_9 string
RedefineKeys_set_bookmark_0,Set Bookmark 0,Lesezeichen 0 setzen,,Redefine keys set_bookmark_0 string
RedefineKeys_get_bookmark_1,Get Bookmark 1,Lesezeichen 1 abrufen,,Redefine keys get_bookmark_1 string
RedefineKeys_get_bookmark_2,Get Bookmark 2,Lesezeichen 2 abrufen,,Redefine keys get_bookmark_2 string
RedefineKeys_get_bookmark_3,Get Bookmark 3,Lesezeichen 3 abrufen,,Redefine keys get_bookmark_3 string
RedefineKeys_get_bookmark_4,Get Bookmark 4,Lesezeichen 4 abrufen,,Redefine keys get_bookmark_4 string
RedefineKeys_get_bookmark_5,Get Bookmark 5,Lesezeichen 5 abrufen,,Redefine keys get_bookmark_5 string
RedefineKeys_get_bookmark_6,Get Bookmark 6,Lesezeichen 6 abrufen,,Redefine keys get_bookmark_6 string
RedefineKeys_get_bookmark_7,Get Bookmark 7,Lesezeichen 7 abrufen,,Redefine keys get_bookmark_7 string
RedefineKeys_get_bookmark_8,Get Bookmark 8,Lesezeichen 8 abrufen,,Redefine keys get_bookmark_8 string
RedefineKeys_get_bookmark_9,Get Bookmark 9,Lesezeichen 9 abrufen,,Redefine keys get_bookmark_9 string
RedefineKeys_get_bookmark_0,Get Bookmark 0,Lesezeichen 0 abrufen,,Redefine keys get_bookmark_0 string
RedefineKeys_manage_plugins,Manage Plugins,Plug-ins verwalten,,Redefine keys manage_plugins string
RedefineKeys_open_inspector,Open Inspector,Inspektor öffnen,,Redefine keys open_inspector string
RedefineKeys_open_asset_browser,Open Asset Browser,Asset Browser öffnen,,Redefine keys open_asset_browser string
RedefineKeys_do_nothing_rewrite,Do Nothing Rewrite,Nichts tun umschreiben,,Redefine keys do_nothing_rewrite string
RedefineKeys_enumerate_references,Enumerate References,Referenzen aufzählen,,Redefine keys enumerate_references string
RedefineKeys_find_all_references,Find All References,Alle Referenzen suchen,,Redefine keys find_all_references string
RedefineKeys_rename_identifier,Rename Identifier,Bezeichner umbenennen,,Redefine keys rename_identifier string
RedefineKeys_perform_included_file_scan,Perform Included File Scan,Enthaltenen Datei-Scan durchführen,,Redefine keys perform_included_file_scan string
RedefineKeys_run_goto_perf_tests,Run Goto Perf Tests,GoTo-Performance-Tests starten,,Redefine keys run_goto_perf_tests string
RedefineKeys_decrement_brush_size2,Decrement Brush Size2,Pinselgröße2 verringern,,Redefine keys decrement_brush_size2 string
RedefineKeys_pixel_brush,Pixel Brush,Pixel Pinsel,,Redefine keys pixel_brush string
RedefineKeys_toggle_selection_brush,Toggle Selection Brush,Pinselauswahl umschalten,,Redefine keys toggle_selection_brush string
RedefineKeys_playback_toggle,Playback Toggle,Wiedergabe umschalten,,Redefine keys playback_toggle string
RedefineKeys_tool_commit_enter,Tool Commit Enter,Tool-Eingabe übernehmen,,Redefine keys tool_commit_enter string
RedefineKeys_toggle_vsplit,Toggle Vsplit,Vsplit umschalten,,Redefine keys toggle_vsplit string
RedefineKeys_toggle_hsplit,Toggle Hsplit,Hsplit umschalten,,Redefine keys toggle_hsplit string
RedefineKeys_centre_unit,Centre Unit,Zentrierte Einheit,,Redefine keys centre_unit string
RedefineKeys_centre_fit,Centre Fit,Zentrierte Fassung,,Redefine keys centre_fit string
RedefineKeys_next_frame,Next Frame,Nächster Frame,,Redefine keys next_frame string
RedefineKeys_previous_frame,Previous Frame,Vorheriger Frame,,Redefine keys previous_frame string
RedefineKeys_edit_cut_win,Edit Cut Win,Fenster Bearbeitung ausschneiden,,Redefine keys edit_cut_win string
RedefineKeys_edit_copy_win,Edit Copy Win,Fenster Bearbeitung kopieren,,Redefine keys edit_copy_win string
RedefineKeys_edit_paste_win,Edit Paste Win,Fenster Bearbeitung einfügen,,Redefine keys edit_paste_win string
RedefineKeys_Invert Selection,Invert Selection,Auswahl invertieren,,Redefine keys Invert Selection string
RedefineKeys_Add Frame,Add Frame,Frame hinzufügen,,Redefine keys Add Frame string
RedefineKeys_insert_frame,Insert Frame,Frame einfügen,,Redefine keys insert_frame string
RedefineKeys_backspace_delete,Backspace Delete,Rücktaste löschen,,Redefine keys backspace_delete string
RedefineKeys_import_files,Import Files,Dateien importieren,,Redefine keys import_files string
RedefineKeys_move_selection_up,Move Selection Up,Auswahl nach oben verschieben,,Redefine keys move_selection_up string
RedefineKeys_move_selection_down,Move Selection Down,Auswahl nach unten verschieben,,Redefine keys move_selection_down string
RedefineKeys_move_selection_left,Move Selection Left,Auswahl nach links verschieben,,Redefine keys move_selection_left string
RedefineKeys_move_selection_right,Move Selection Right,Auswahl nach rechts verschieben,,Redefine keys move_selection_right string
RedefineKeys_import_from_strip,Import From Strip,Aus Strip importieren,,Redefine keys import_from_strip string
RedefineKeys_increment_brush_size,Increment Brush Size,Pinselgröße erhöhen,,Redefine keys increment_brush_size string
RedefineKeys_increment_brush_size2,Increment Brush Size2,Pinselgröße2 erhöhen,,Redefine keys increment_brush_size2 string
RedefineKeys_decrement_brush_size,Decrement Brush Size,Pinselgröße verringern,,Redefine keys decrement_brush_size string
RedefineKeys_Open In Explorer,Open In Explorer,In Explorer öffnen,,Redefine keys Open In Explorer string
RedefineKeys_Open Room Properties,Open Room Properties,Raumeigenschaften öffnen,,Redefine keys Open Room Properties string
RedefineKeys_Open Layer Properties,Open Layer Properties,Ebenen-Eigenschaften öffnen,,Redefine keys Open Layer Properties string
RedefineKeys_Open Instance Creation Order,Open Instance Creation Order,Reihenfolge der Instanzerstellung öffnen,,Redefine keys Open Instance Creation Order string
RedefineKeys_Open Layer View,Open Layer View,Ebenen-Ansicht öffnen,,Redefine keys Open Layer View string
RedefineKeys_cut_selection_win,Cut Selection Win,Fenster Auswahl ausschneiden,,Redefine keys cut_selection_win string
RedefineKeys_copy_selection_win,Copy Selection Win,Fenster Auswahl kopieren,,Redefine keys copy_selection_win string
RedefineKeys_paste_selection_Win,Paste Selection Win,Fenster Auswahl einfügen,,Redefine keys paste_selection_Win string
RedefineKeys_Mirror as Individuals,Mirror As Individuals,Als Einzelne spiegeln,,Redefine keys Mirror as Individuals string
RedefineKeys_Mirror as Group,Mirror As Group,Als Gruppe spiegeln,,Redefine keys Mirror as Group string
RedefineKeys_Flip as Individuals,Flip As Individuals,Als Einzelne umdrehen,,Redefine keys Flip as Individuals string
RedefineKeys_Flip as Group,Flip As Group,Als Gruppe umdrehen,,Redefine keys Flip as Group string
RedefineKeys_toggle_grid,Toggle Grid,Grid umschalten,,Redefine keys toggle_grid string
RedefineKeys_Add Moment,Add Moment,Moment hinzufügen,,Redefine keys Add Moment string
RedefineKeys_cut_moments_win,Cut Moments Win,Fenster Momente ausschneiden,,Redefine keys cut_moments_win string
RedefineKeys_copy_moments_win,Copy Moments Win,Fenster Momente kopieren,,Redefine keys copy_moments_win string
RedefineKeys_paste_moments_win,Paste Moments Win,Fenster Momente einfügen,,Redefine keys paste_moments_win string
RedefineKeys_Change Moment,Change Moment,Moment ändern,,Redefine keys Change Moment string
RedefineKeys_Merge Moment,Merge Moment,Moment zusammenführen,,Redefine keys Merge Moment string
RedefineKeys_unselect_moments,Unselect Moments,Auswahl Moment aufheben,,Redefine keys unselect_moments string
RedefineKeys_Edit Moment,Edit Moment,Moment bearbeiten,,Redefine keys Edit Moment string
RedefineKeys_invert_tile_selection,Invert Tile Selection,Kachelauswahl invertieren,,Redefine keys invert_tile_selection string
RedefineKeys_delete_tile_selection,Delete Tile Selection,Kachelauswahl löschen,,Redefine keys delete_tile_selection string
RedefineKeys_add_anim,Add Anim,Anim hinzufügen,,Redefine keys add_anim string
RedefineKeys_prev_anim,Prev Anim,Vorh. Anim,,Redefine keys prev_anim string
RedefineKeys_next_anim,Next Anim,Nächste Anim,,Redefine keys next_anim string
RedefineKeys_prev_anim_frame,Prev Anim Frame,Vorh. Anim-Frame,,Redefine keys prev_anim_frame string
RedefineKeys_next_anim_frame,Next Anim Frame,Nächster Anim-Frame,,Redefine keys next_anim_frame string
RedefineKeys_move_anim_up,Move Anim Up,Anim nach oben verschieben,,Redefine keys move_anim_up string
RedefineKeys_move_anim_down,Move Anim Down,Anim nach unten verschieben,,Redefine keys move_anim_down string
RedefineKeys_move_anim_frame_left,Move Anim Frame Left,Anim-Frame nach links verschieben,,Redefine keys move_anim_frame_left string
RedefineKeys_move_anim_frame_right,Move Anim Frame Right,Anim-Frame nach rechts verschieben,,Redefine keys move_anim_frame_right string
RedefineKeys_increase_brush_size,Increase Brush Size,Pinselgröße vergrößern,,Redefine keys increase_brush_size string
RedefineKeys_increase_brush_size_keypad,Increase Brush Size Keypad,Pinselgröße vergrößern Tastatur,,Redefine keys increase_brush_size_keypad string
RedefineKeys_decrease_brush_size,Decrease Brush Size,Pinselgröße verkleinern,,Redefine keys decrease_brush_size string
RedefineKeys_decrease_brush_size_keypad,Decrease Brush Size Keypad,Pinselgröße verkleinern Tastatur,,Redefine keys decrease_brush_size_keypad string
RedefineKeys_sprite_add_broadcast_message,Sprite Add Broadcast Message,Sprite-Broadcast-Nachricht hinzufügen,,Redefine keys sprite_add_broadcast_message string
RedefineKeys_add_sprite_frame,Add Sprite Frame,Sprite-Frame hinzufügen,,Redefine keys add_sprite_frame string
RedefineKeys_insert_sprite_frame,Insert Sprite Frame,Sprite-Frame einfügen,,Redefine keys insert_sprite_frame string
RedefineKeys_copy_frames_win,Copy Frames Win,Fenster Frames kopieren,,Redefine keys copy_frames_win string
RedefineKeys_paste_frames_win,Paste Frames Win,Fenster Frames einfügen,,Redefine keys paste_frames_win string
RedefineKeys_cut_frames_win,Cut Frames Win,Fenster Frames ausschneiden,,Redefine keys cut_frames_win string
RedefineKeys_Pan To Path,Pan To Path,Schwenk zu Pfad,,Redefine keys Pan To Path string
RedefineKeys_Reverse Path,Reverse Path,Pfad umkehren,,Redefine keys Reverse Path string
RedefineKeys_Mirror,Mirror,Spiegeln,,Redefine keys Mirror string
RedefineKeys_Flip,Flip,umdrehen,,Redefine keys Flip string
RedefineKeys_object_editor_paste_event_win,Object Editor Paste Event Win,Fenster Objekteditor Event einfügen,,Redefine keys object_editor_paste_event_win string
RedefineKeys_object_editor_copy_event_win,Object Editor Copy Event Win,Fenster Objekteditor Event kopieren,,Redefine keys object_editor_copy_event_win string
RedefineKeys_object_editor_cut_event_win,Object Editor Cut Event Win,Fenster Objekteditor Event ausschneiden,,Redefine keys object_editor_cut_event_win string
RedefineKeys_compileerror_copy_win,Compileerror Copy Win,Fenster Kompilierfehler kopieren,,Redefine keys compileerror_copy_win string
RedefineKeys_compileerror_selectall,Compileerror Selectall,Kompilierfehler Allesauswählen,,Redefine keys compileerror_selectall string
RedefineKeys_syntaxerror_copy_win,Syntaxerror Copy Win,Fenster Syntaxfehler kopieren,,Redefine keys syntaxerror_copy_win string
RedefineKeys_syntaxerror_selectall,Syntaxerror Selectall,Syntaxfehler Allesauswählen,,Redefine keys syntaxerror_selectall string
RedefineKeys_run_program,Run Program,Programm starten,,Redefine keys run_program string
RedefineKeys_debugger_continue,Debugger Continue,Debugger Weiter,,Redefine keys debugger_continue string
RedefineKeys_debugger_step_into,Debugger Step Into,Debugger Schritt hinein,,Redefine keys debugger_step_into string
RedefineKeys_debugger_step_over,Debugger Step Over,Debugger Schritt über,,Redefine keys debugger_step_over string
RedefineKeys_debugger_step_out,Debugger Step Out,Debugger Schritt aus,,Redefine keys debugger_step_out string
RedefineKeys_ab_arrange_up,Ab Arrange Up,Ab Nach oben anordnen,,Redefine keys ab_arrange_up string
RedefineKeys_ab_arrange_down,Ab Arrange Down,Ab Nach unten anordnen,,Redefine keys ab_arrange_down string
RedefineKeys_ab_arrange_top,Ab Arrange Top,Ab Oben anordnen,,Redefine keys ab_arrange_top string
RedefineKeys_ab_arrange_bottom,Ab Arrange Bottom,Ab Unten anordnen,,Redefine keys ab_arrange_bottom string
RedefineKeys_ac_delete_bksp,Ac Delete Bksp,Ac Rücktaste löschen,,Redefine keys ac_delete_bksp string
RedefineKeys_ace_cancel,Ace Cancel,Ace abbrechen,,Redefine keys ace_cancel string
RedefineKeys_ac_path_display,Ac Path Display,Ac-Pfad anzeigen,,Redefine keys ac_path_display string
RedefineKeys_WorkspaceMenu_Resources,Workspace Menu Resources,Arbeitsbereich-Menü Ressourcen,,Redefine keys WorkspaceMenu_Resources string
RedefineKeys_WorkspaceMenu_Windows,Workspace Menu Windows,Fenster Arbeitsbereich-Menü,,Redefine keys WorkspaceMenu_Windows string
RedefineKeys_Create Animation Curve,Create Animation Curve,Animationskurve erstellen,,Redefine keys Create Animation Curve string
RedefineKeys_Create Extension,Create Extension,Erweiterung erstellen,,Redefine keys Create Extension string
RedefineKeys_Create Font,Create Font,Font erstellen,,Redefine keys Create Font string
RedefineKeys_Create Note,Create Note,Notiz erstellen,,Redefine keys Create Note string
RedefineKeys_Create Object,Create Object,Objekt erstellen,,Redefine keys Create Object string
RedefineKeys_Create Path,Create Path,Pfad erstellen,,Redefine keys Create Path string
RedefineKeys_Create Room,Create Room,Raum erstellen,,Redefine keys Create Room string
RedefineKeys_Create Script,Create Script,Skript erstellen,,Redefine keys Create Script string
RedefineKeys_Create Sequence,Create Sequence,Sequenz erstellen,,Redefine keys Create Sequence string
RedefineKeys_Create Shader,Create Shader,Shader erstellen,,Redefine keys Create Shader string
RedefineKeys_Create Sound,Create Sound,Sound erstellen,,Redefine keys Create Sound string
RedefineKeys_Create Sprite,Create Sprite,Sprite erstellen,,Redefine keys Create Sprite string
RedefineKeys_Create Tile Set,Create Tile Set,Kachelgruppe erstellen,,Redefine keys Create Tile Set string
RedefineKeys_Create Timeline,Create Timeline,Zeitachse erstellen,,Redefine keys Create Timeline string
RedefineKeys_AssetBrowser_ExpandChildren,Asset Browser Expand Children,Asset Browser Children erweitern,,Redefine keys AssetBrowser_ExpandChildren string
RedefineKeys_ResourceTree_ExpandAll,Resource Tree Expand All,Ressourcen-Baum Alle erweitern,,Redefine keys ResourceTree_ExpandAll string
RedefineKeys_ResourceTree_CollapseAll,Resource Tree Collapse All,Ressourcen-Baum Alle reduzieren,,Redefine keys ResourceTree_CollapseAll string
RedefineKeys_AssetBrowser_ClearRecent,Asset Browser Clear Recent,Asset Browser Neueste löschen,,Redefine keys AssetBrowser_ClearRecent string
RedefineKeys_AssetBrowser_NewAssetBrowser,Asset Browser New Asset Browser,Asset Browser Neuer Asset Browser,,Redefine keys AssetBrowser_NewAssetBrowser string
RedefineKeys_AssetBrowser_Create,Asset Browser Create,Asset Browser erstellen,,Redefine keys AssetBrowser_Create string
RedefineKeys_AssetBrowser_Edit,Asset Browser Edit,Asset Browser bearbeiten,,Redefine keys AssetBrowser_Edit string
RedefineKeys_AssetBrowser_EditTags,Asset Browser Edit Tags,Asset Browser Tags bearbeiten,,Redefine keys AssetBrowser_EditTags string
RedefineKeys_AssetBrowser_AddFavourite,Asset Browser Add Favourite,Asset Browser Favorit hinzufügen,,Redefine keys AssetBrowser_AddFavourite string
RedefineKeys_ResourceNode_AddExisting,Resource Node Add Existing,Ressource Knoten Vorhandene hinzufügen,,Redefine keys ResourceNode_AddExisting string
RedefineKeys_ResourceNode_AddExistingFromLibrary,Resource Node Add Existing From Library,Ressource Knoten Vorhandene von Bibliothek hinzufügen,,Redefine keys ResourceNode_AddExistingFromLibrary string
RedefineKeys_AssetBrowser_CreateGroup,Asset Browser Create Group,Asset Browser Gruppe erstellen,,Redefine keys AssetBrowser_CreateGroup string
RedefineKeys_ResourceTree_AnimCurves_Singular,Resource Tree Anim Curves Singular,Ressourcen-Baum Anim-Kurven einzeln,,Redefine keys ResourceTree_AnimCurves_Singular string
RedefineKeys_ResourceTree_Extensions_Singular,Resource Tree Extensions Singular,Ressourcen-Baum Erweiterungen einzeln,,Redefine keys ResourceTree_Extensions_Singular string
RedefineKeys_ResourceTree_Fonts_Singular,Resource Tree Fonts Singular,Ressourcen-Baum Fonts einzeln,,Redefine keys ResourceTree_Fonts_Singular string
RedefineKeys_ResourceTree_Notes_Singular,Resource Tree Notes Singular,Ressourcen-Baum Notizen einzeln,,Redefine keys ResourceTree_Notes_Singular string
RedefineKeys_ResourceTree_Objects_Singular,Resource Tree Objects Singular,Ressourcen-Baum Objekte einzeln,,Redefine keys ResourceTree_Objects_Singular string
RedefineKeys_ResourceTree_Paths_Singular,Resource Tree Paths Singular,Ressourcen-Baum Pfade einzeln,,Redefine keys ResourceTree_Paths_Singular string
RedefineKeys_ResourceTree_Rooms_Singular,Resource Tree Rooms Singular,Ressourcen-Baum Räume einzeln,,Redefine keys ResourceTree_Rooms_Singular string
RedefineKeys_ResourceTree_Scripts_Singular,Resource Tree Scripts Singular,Ressourcen-Baum Skripts einzeln,,Redefine keys ResourceTree_Scripts_Singular string
RedefineKeys_ResourceTree_Sequences_Singular,Resource Tree Sequences Singular,Ressourcen-Baum Sequenzen einzeln,,Redefine keys ResourceTree_Sequences_Singular string
RedefineKeys_ResourceTree_Shaders_Singular,Resource Tree Shaders Singular,Ressourcen-Baum Shaders einzeln,,Redefine keys ResourceTree_Shaders_Singular string
RedefineKeys_ResourceTree_Sounds_Singular,Resource Tree Sounds Singular,Ressourcen-Baum Sounds einzeln,,Redefine keys ResourceTree_Sounds_Singular string
RedefineKeys_ResourceTree_Sprites_Singular,Resource Tree Sprites Singular,Ressourcen-Baum Sprites einzeln,,Redefine keys ResourceTree_Sprites_Singular string
RedefineKeys_ResourceTree_Tilesets_Singular,Resource Tree Tilesets Singular,Ressourcen-Baum Kachelgruppen einzeln,,Redefine keys ResourceTree_Tilesets_Singular string
RedefineKeys_ResourceTree_Timelines_Singular,Resource Tree Timelines Singular,Ressourcen-Baum Zeitachsen einzeln,,Redefine keys ResourceTree_Timelines_Singular string
RedefineKeys_AssetBrowser_ClearFavourites,Asset Browser Clear Favourites,Asset Browser Favoriten löschen,,Redefine keys AssetBrowser_ClearFavourites string
RedefineKeys_Window_Close,Window Close,Fenster schließen,,Redefine keys Window_Close string
RedefineKeys_CMenu_CloseAllButThis,CMenu Close All But This,CMenu Alles bis auf dieses schließen,,Redefine keys CMenu_CloseAllButThis string
RedefineKeys_IDEMenu_Help_StartPage,IDEMenu Help Start Page,IDEMenu-Hilfe Startseite,,Redefine keys IDEMenu_Help_StartPage string
RedefineKeys_IDEMenu_Help_Help,IDEMenu Help Help,IDEMenu-Hilfe Hilfe,,Redefine keys IDEMenu_Help_Help string
RedefineKeys_IDEMenu_Help_KnowledgeBase,IDEMenu Help Knowledge Base,IDEMenu-Hilfe Wissensbasis,,Redefine keys IDEMenu_Help_KnowledgeBase string
RedefineKeys_IDEMenu_Help_ReportBug,IDEMenu Help Report Bug,IDEMenu-Hilfe Fehler melden,,Redefine keys IDEMenu_Help_ReportBug string
RedefineKeys_IDEMenu_Help_LogFile,IDEMenu Help Log File,IDEMenu-Hilfe Logdatei,,Redefine keys IDEMenu_Help_LogFile string
RedefineKeys_IDEMenu_Help_YYG,IDEMenu Help YYG,IDEMenu-Hilfe YYP,,Redefine keys IDEMenu_Help_YYG string
RedefineKeys_IDEMenu_Help_GMC,IDEMenu Help GMC,IDEMenu-Hilfe GMC,,Redefine keys IDEMenu_Help_GMC string
RedefineKeys_IDEMenu_Help_ReleaseNotes,IDEMenu Help Release Notes,IDEMenu-Hilfe Versionshinweise,,Redefine keys IDEMenu_Help_ReleaseNotes string
RedefineKeys_IDEMenu_Help_RuntimeReleaseNotes,IDEMenu Help Runtime Release Notes,IDEMenu-Hilfe Laufzeit Versionshinweise,,Redefine keys IDEMenu_Help_RuntimeReleaseNotes string
RedefineKeys_IDEMenu_Help_SDKS,IDEMenu Help SDKS,IDEMenu-Hilfe SDKS,,Redefine keys IDEMenu_Help_SDKS string
RedefineKeys_IDEMenu_Help_OpenInExplorer,IDEMenu Help Open In Explorer,IDEMenu-Hilfe In Explorer öffnen,,Redefine keys IDEMenu_Help_OpenInExplorer string
RedefineKeys_Update_System_fonts,Update System Fonts,System-Fonts aktualisieren,,Redefine keys Update_System_fonts string
RedefineKeys_IDEMenu_Help_Licenses,IDEMenu Help Licenses,IDEMenu-Hilfe Lizenzen,,Redefine keys IDEMenu_Help_Licenses string
RedefineKeys_IDEMenu_Help_About,IDEMenu Help About,IDEMenu-Hilfe Über,,Redefine keys IDEMenu_Help_About string
RedefineKeys_New Project,New Project,Neues Projekt,,Redefine keys New Project string
RedefineKeys_Open Project,Open Project,Projekt öffnen,,Redefine keys Open Project string
RedefineKeys_File_Menu_ImportProject,File Menu Import Project,Dateimenü Projekt importieren,,Redefine keys File_Menu_ImportProject string
RedefineKeys_File_Menu_RecentProjects,File Menu Recent Projects,Dateimenü Aktuelle Projekte,,Redefine keys File_Menu_RecentProjects string
RedefineKeys_Save,Save,Speichern,,Redefine keys Save string
RedefineKeys_File_Menu_NewIDE,File Menu New IDE,Dateimenü Neue IDE,,Redefine keys File_Menu_NewIDE string
RedefineKeys_File_Menu_MyAccount,File Menu My Account,Dateimenü Mein Konto,,Redefine keys File_Menu_MyAccount string
RedefineKeys_File_Menu_Logout,File Menu Logout,Dateimenü Abmelden,,Redefine keys File_Menu_Logout string
RedefineKeys_Edit_Menu_Search,Edit Menu Search,Bearbeiten Menü Suche,,Redefine keys Edit_Menu_Search string
RedefineKeys_Views_Menu_AssetBrowser,Views Menu Asset Browser,Ansichten Menü Asset Browser,,Redefine keys Views_Menu_AssetBrowser string
RedefineKeys_Views_Menu_Output,Views Menu Output,Ansichten Menü Ausgabe,,Redefine keys Views_Menu_Output string
RedefineKeys_Views_Menu_SearchResults,Views Menu Search Results,Ansichten Menü Suchergebnisse,,Redefine keys Views_Menu_SearchResults string
RedefineKeys_Views_Menu_SourceControl,Views Menu Source Control,Ansichten Menü Quellensteuerung,,Redefine keys Views_Menu_SourceControl string
RedefineKeys_Views_Menu_Breakpoints,Views Menu Breakpoints,Ansichten Menü Abbruchstellen,,Redefine keys Views_Menu_Breakpoints string
RedefineKeys_Views_Menu_CompileErrors,Views Menu Compile Errors,Ansichten Menü Kompilierfehler,,Redefine keys Views_Menu_CompileErrors string
RedefineKeys_Views_Menu_SyntaxErrors,Views Menu Syntax Errors,Ansichten Menü Syntaxfehler,,Redefine keys Views_Menu_SyntaxErrors string
RedefineKeys_Views_Menu_Inspector,Views Menu Inspector,Ansichten Menü Inspector,,Redefine keys Views_Menu_Inspector string
RedefineKeys_Views_Menu_Recent_Windows,Views Menu Recent Windows,Ansichten Menü Aktuelle Fenster,,Redefine keys Views_Menu_Recent_Windows string
RedefineKeys_Views_Menu_Macros,Views Menu Macros,Ansichten Menü Makros,,Redefine keys Views_Menu_Macros string
RedefineKeys_Views_Menu_Tutorial,Views Menu Tutorial,Ansichten Menü Einführung,,Redefine keys Views_Menu_Tutorial string
RedefineKeys_Marketplace_Go,Marketplace Go,Marketplace Go,,Redefine keys Marketplace_Go string
RedefineKeys_Marketplace_Assets,Marketplace Assets,Marketplace Assets,,Redefine keys Marketplace_Assets string
RedefineKeys_Marketplace_PurchaseHistory,Marketplace Purchase History,Marketplace Einkaufshistorie,,Redefine keys Marketplace_PurchaseHistory string
RedefineKeys_Marketplace_UpdatePackage,Marketplace Update Package,Marketplace Paket aktualisieren,,Redefine keys Marketplace_UpdatePackage string
RedefineKeys_Marketplace_CreatePackage,Marketplace Create Package,Marketplace Paket erstellen,,Redefine keys Marketplace_CreatePackage string
RedefineKeys_IDEMenu_Texturepage,IDEMenu Texturepage,IDEMenu Texturseite,,Redefine keys IDEMenu_Texturepage string
RedefineKeys_IDEMenu_Audiogroups,IDEMenu Audiogroups,IDEMenu Audiogruppen,,Redefine keys IDEMenu_Audiogroups string
RedefineKeys_IDEMenu_SoundMixer,IDEMenu Sound Mixer,IDEMenu Sound-Mixer,,Redefine keys IDEMenu_SoundMixer string
RedefineKeys_Views_Menu_ImageGenerator,Views Menu Image Generator,Ansichten Menü Bild-Generator,,Redefine keys Views_Menu_ImageGenerator string
RedefineKeys_Package_CreateLocalPackage,Package Create Local Package,Paket Lokales Paket erstellen,,Redefine keys Package_CreateLocalPackage string
RedefineKeys_Package_ImportLocalPackage,Package Import Local Package,Paket Lokales Paket importieren,,Redefine keys Package_ImportLocalPackage string
RedefineKeys_IDEMenu_SaveLayout,IDEMenu Save Layout,IDEMenu Layout speichern,,Redefine keys IDEMenu_SaveLayout string
RedefineKeys_IDEMenu_LoadLayout,IDEMenu Load Layout,IDEMenu Layout laden,,Redefine keys IDEMenu_LoadLayout string
RedefineKeys_IDEMenu_ResetLayout,IDEMenu Reset Layout,IDEMenu Layout zurücksetzen,,Redefine keys IDEMenu_ResetLayout string
RedefineKeys_Show Debug panel,Show Debug Panel,Debug-Panel anzeigen,,Redefine keys Show Debug panel string
RedefineKeys_Show Keyboard/Mouse State,Show Keyboard/Mouse State,Tastatur-/Maus-Status anzeigen,,Redefine keys Show Keyboard/Mouse State string
RedefineKeys_Reload Images,Reload Images,Laden erneut laden,,Redefine keys Reload Images string
RedefineKeys_Check Localised Strings,Check Localised Strings,Lokalisierte Strings überprüfen,,Redefine keys Check Localised Strings string
RedefineKeys_Debugger : Attach to Process,Debugger : Attach To Process,Debugger: An Prozess anhängen,,Redefine keys Debugger : Attach to Process string
RedefineKeys_Undo History,Undo History,Verlauf rückgängig machen,,Redefine keys Undo History string
RedefineKeys_Runtime Paths,Runtime Paths,Laufzeit-Pfade,,Redefine keys Runtime Paths string
RedefineKeys_Debug Tools,Debug Tools,Debug-Tools,,Redefine keys Debug Tools string
RedefineKeys_Use Debug Asset Compiler,Use Debug Asset Compiler,Debug-Asset-Compiler verwenden,,Redefine keys Use Debug Asset Compiler string
RedefineKeys_Use Release Asset Compiler,Use Release Asset Compiler,Release Asset Compiler verwenden,,Redefine keys Use Release Asset Compiler string
RedefineKeys_Use Runtime Asset Compiler,Use Runtime Asset Compiler,Runtime Asset Compiler verwenden,,Redefine keys Use Runtime Asset Compiler string
RedefineKeys_Use Debug Runner,Use Debug Runner,Debug Runner verwenden,,Redefine keys Use Debug Runner string
RedefineKeys_Use Release Runner,Use Release Runner,Release Runner verwenden,,Redefine keys Use Release Runner string
RedefineKeys_Use Runtime Runner,Use Runtime Runner,Runtime Runner verwenden,,Redefine keys Use Runtime Runner string
RedefineKeys_Use Debug Igor,Use Debug Igor,Debug Igor verwenden,,Redefine keys Use Debug Igor string
RedefineKeys_Use Release Igor,Use Release Igor,Release Igor verwenden,,Redefine keys Use Release Igor string
RedefineKeys_Use Runtime Igor,Use Runtime Igor,Runtime Igor verwenden,,Redefine keys Use Runtime Igor string
RedefineKeys_Font Viewer,Font Viewer,Font-Viewer,,Redefine keys Font Viewer string
RedefineKeys_SCM_Create,SCM Create,SCM erstellen,,Redefine keys SCM_Create string
RedefineKeys_SCM_Clone,SCM Clone,SCM clonen,,Redefine keys SCM_Clone string
RedefineKeys_SCM_Commit,SCM Commit,SCM übermitteln,,Redefine keys SCM_Commit string
RedefineKeys_SCM_Push,SCM Push,SCM Push,,Redefine keys SCM_Push string
RedefineKeys_SCM_Pull,SCM Pull,SCM Pull,,Redefine keys SCM_Pull string
RedefineKeys_SCM_History,SCM History,SCM-Verlauf,,Redefine keys SCM_History string
RedefineKeys_SCM_Conflicts,SCM Conflicts,SCM-Konflikte,,Redefine keys SCM_Conflicts string
